"year","month","day","maxtemp","mintemp","precipitation"
1989,1,3,13.3,7.8,0.508
1989,1,4,15.6,3.3,25.4
1989,1,5,14.4,2.8,0
1989,1,6,15,2.2,0
1989,1,7,11.7,-2.8,0
1989,1,8,8.9,-2.2,0
1989,1,9,11.7,0,0
1989,1,10,16.1,3.9,0
1989,1,11,18.3,-1.7,0
1989,1,12,10.6,-0.6,0
1989,1,13,9.4,-2.8,0
1989,1,14,13.3,-1.1,0
1989,1,15,13.9,0.6,0
1989,1,16,16.7,1.1,0
1989,1,17,17.2,3.9,0
1989,1,18,18.3,3.3,0
1989,1,19,17.8,2.8,0
1989,1,20,17.2,0.6,0
1989,1,21,13.9,5.6,0
1989,1,22,18.9,4.4,0
1989,1,23,18.9,5,0
1989,1,24,15.6,2.8,0
1989,1,25,15,2.2,0
1989,1,26,15.6,4.4,0
1989,1,27,11.7,1.7,4.318
1989,1,28,12.8,2.2,0
1989,1,29,13.9,2.2,0
1989,1,30,16.7,5,0
1989,1,31,16.1,6.7,0
1989,2,1,16.7,5.6,0
1989,2,2,17.8,3.3,0
1989,2,3,18.9,2.2,0
1989,2,4,19.4,8.9,0
1989,2,5,19.4,1.7,4.318
1989,2,6,5,0,0
1989,2,7,7.2,1.1,0
1989,2,8,11.1,3.3,0
1989,2,9,14.4,3.9,0
1989,2,10,20,6.1,0
1989,2,11,20.6,3.3,0.762
1989,2,12,22.2,7.2,
1989,2,13,17.2,7.2,
1989,2,14,13.9,3.9,
1989,2,15,16.1,6.1,
1989,2,16,15,8.3,
1989,2,17,15,3.9,
1989,2,18,16.1,4.4,
1989,2,19,20,1.1,
1989,2,20,15.6,2.2,
1989,2,21,17.2,5,0
1989,2,22,20.6,5,0
1989,2,23,22.2,10,0
1989,2,24,25,8.3,0
1989,2,25,23.9,6.7,0
1989,2,26,24.4,10,0
1989,2,27,24.4,12.2,0.762
1989,2,28,23.3,10,
1989,3,1,23.3,8.3,
1989,3,2,22.2,11.1,
1989,3,3,18.9,2.8,
1989,3,4,15,1.7,
1989,3,5,16.1,2.8,
1989,3,6,20.6,6.7,
1989,3,7,26.1,11.1,
1989,3,8,27.8,12.2,
1989,3,9,29.4,9.4,0
1989,3,10,24.4,8.3,0
1989,3,11,24.4,7.8,0
1989,3,12,27.2,8.9,0
1989,3,13,24.4,5,0
1989,3,14,22.8,6.7,0
1989,3,15,23.3,7.8,0
1989,3,16,24.4,7.2,0
1989,3,17,27.8,8.9,0
1989,3,18,28.3,8.9,0
1989,3,19,23.9,1.7,0
1989,3,20,23.3,,0
1989,3,21,,,0
1989,3,22,28.9,12.2,0
1989,3,23,28.9,11.7,0
1989,3,24,27.8,11.7,0
1989,3,25,30,10,14.224
1989,3,26,,,0
1989,3,27,,,0
1989,3,28,,,0
1989,3,29,,,0
1989,3,30,,,0
1989,3,31,,13.9,0
1989,4,1,30,13.9,0
1989,4,2,29.4,13.3,0
1989,4,3,28.9,12.8,0
1989,4,4,29.4,13.9,0
1989,4,5,29.4,13.9,0
1989,4,6,32.2,16.1,0
1989,4,7,33.3,16.1,0
1989,4,8,32.8,17.8,0
1989,4,9,32.2,14.4,0
1989,4,10,23.3,7.8,0
1989,4,11,27.8,12.8,0
1989,4,12,27.2,13.3,0
1989,4,13,22.2,12.2,0
1989,4,14,26.7,14.4,0
1989,4,15,28.9,13.3,0
1989,4,16,29.4,12.8,0
1989,4,17,27.8,13.3,0
1989,4,18,31.1,15.6,0
1989,4,19,32.2,17.8,0
1989,4,20,33.9,17.8,0
1989,4,21,32.2,18.3,0
1989,4,22,31.7,13.3,0
1989,4,23,28.9,12.8,0
1989,4,24,27.8,13.3,0
1989,4,25,26.1,12.2,0
1989,4,26,25.6,6.7,0
1989,4,27,23.9,8.3,0
1989,4,28,26.1,10.6,0
1989,4,29,26.7,11.1,0
1989,4,30,26.7,14.4,0
1989,5,1,29.4,13.9,0
1989,5,2,31.1,15,0
1989,5,3,31.1,13.9,0
1989,5,4,31.7,15.6,0
1989,5,5,31.7,17.8,0
1989,5,6,33.9,16.7,0
1989,5,7,33.3,16.7,0
1989,5,8,33.9,17.8,0
1989,5,9,31.7,18.3,0
1989,5,10,30,13.9,0
1989,5,11,27.2,7.8,0
1989,5,12,25.6,10,0
1989,5,13,27.2,13.9,0
1989,5,14,26.7,12.8,0
1989,5,15,25,12.2,0
1989,5,16,18.3,9.4,2.286
1989,5,17,23.3,12.2,0
1989,5,18,28.3,15.6,0
1989,5,19,31.1,13.9,0
1989,5,20,32.8,16.1,0
1989,5,21,34.4,15.6,0
1989,5,22,34.4,16.7,0
1989,5,23,35.6,15.6,0
1989,5,24,33.3,17.8,0
1989,5,25,31.7,16.1,0
1989,5,26,31.7,16.1,0
1989,5,27,33.3,17.8,0
1989,5,28,32.8,17.8,0
1989,5,29,31.1,17.2,0.508
1989,5,30,31.1,13.3,0
1989,5,31,31.1,15.6,0
1989,6,1,30.6,14.4,0
1989,6,2,31.1,13.3,0
1989,6,3,29.4,13.9,0
1989,6,4,29.4,15.6,0
1989,6,5,31.1,15.6,0
1989,6,6,32.8,15.6,0
1989,6,7,32.8,16.1,0
1989,6,8,31.1,16.1,0
1989,6,9,30.6,15.6,0
1989,6,10,31.1,16.1,0
1989,6,11,32.2,16.7,0
1989,6,12,32.2,16.7,0
1989,6,13,33.3,16.1,0
1989,6,14,37.8,,0
1989,6,15,,,0
1989,6,16,,,0
1989,6,17,,,0
1989,6,18,,,0
1989,6,19,40.6,,0
1989,6,20,38.9,,0
1989,6,21,39.4,,0
1989,6,22,36.7,,0
1989,6,23,35.6,21.1,0
1989,6,24,33.9,,0
1989,6,25,35.6,19.4,0
1989,6,26,36.1,21.1,0
1989,6,27,36.7,24.4,0
1989,6,28,37.2,25.6,0
1989,6,29,37.2,25,0
1989,6,30,38.3,25,0
1989,7,1,38.3,25,0
1989,7,2,38.9,25,0
1989,7,3,40,24.4,0
1989,7,4,40,23.9,0
1989,7,5,37.2,21.7,0
1989,7,6,,,0
1989,7,7,,,0
1989,7,8,36.1,21.1,0
1989,7,9,34.4,18.9,0
1989,7,10,36.7,18.9,0
1989,7,11,36.7,18.9,10.414
1989,7,12,34.4,22.2,0
1989,7,13,37.2,22.8,0
1989,7,14,37.2,22.2,0
1989,7,15,35,,0
1989,7,16,33.9,20,0
1989,7,17,33.3,21.1,0
1989,7,18,36.7,20,0
1989,7,19,32.8,20,0
1989,7,20,35.6,21.1,0
1989,7,21,35,20,0
1989,7,22,30.6,18.9,66.294
1989,7,23,28.9,18.9,
