"ScientificName","CommonName","x","dates","county","waterbody","easting","northing","UTMZone","datum","lifestage","sex","disposition","museum","tag","fieldtag","habitat","other","comments"
"Dipodomys ordii","Ord's kangaroo rat",2,2018-10-07,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dipodomys ordii","Ord's kangaroo rat",1,2018-06-10,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dipodomys ordii","Ord's kangaroo rat",2,2018-09-05,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dipodomys ordii","Ord's kangaroo rat",1,2018-04-15,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dipodomys ordii","Ord's kangaroo rat",1,2018-04-15,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dipodomys ordii","Ord's kangaroo rat",1,2018-08-13,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dipodomys ordii","Ord's kangaroo rat",1,2018-05-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dipodomys ordii","Ord's kangaroo rat",1,2018-01-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dipodomys ordii","Ord's kangaroo rat",2,2018-05-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dipodomys spectabilis","Banner-tailed kangaroo rat",1,2018-01-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dipodomys spectabilis","Banner-tailed kangaroo rat",1,2018-02-17,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dipodomys spectabilis","Banner-tailed kangaroo rat",1,2018-07-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dipodomys spectabilis","Banner-tailed kangaroo rat",1,2018-06-09,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dipodomys spectabilis","Banner-tailed kangaroo rat",1,2018-03-24,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dipodomys spectabilis","Banner-tailed kangaroo rat",1,2018-05-19,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dipodomys spectabilis","Banner-tailed kangaroo rat",1,2018-09-04,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dipodomys spectabilis","Banner-tailed kangaroo rat",1,2018-04-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Neotoma albigula","White-throated woodrat",2,2018-01-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Neotoma albigula","White-throated woodrat",1,2018-08-12,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Neotoma albigula","White-throated woodrat",1,2018-05-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Neotoma albigula","White-throated woodrat",1,2018-09-04,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Neotoma albigula","White-throated woodrat",1,2018-05-19,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Neotoma albigula","White-throated woodrat",1,2018-04-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Neotoma albigula","White-throated woodrat",1,2018-08-12,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Neotoma albigula","White-throated woodrat",1,2018-11-10,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Neotoma albigula","White-throated woodrat",1,2018-10-07,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Neotoma albigula","White-throated woodrat",1,2018-06-09,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Neotoma albigula","White-throated woodrat",2,2018-02-17,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Onychomys leucogaster","Northern Grasshopper Mouse",1,2018-04-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Onychomys leucogaster","Northern Grasshopper Mouse",1,2018-11-11,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",1,2018-09-04,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",4,2018-03-24,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",1,2018-04-15,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",3,2018-10-07,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",2,2018-02-17,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",2,2018-04-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",2,2018-08-12,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",6,2018-01-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",2,2018-09-05,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",3,2018-04-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",2,2018-05-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",2,2018-04-15,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",1,2018-10-06,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",2,2018-05-19,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",2,2018-12-09,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",2,2018-12-09,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",2,2018-07-15,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",2,2018-10-06,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",2,2018-06-10,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",1,2018-07-15,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",4,2018-01-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",2,2018-09-04,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",2,2018-09-05,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",1,2018-03-24,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",3,2018-07-15,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",4,2018-08-13,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",3,2018-02-17,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",4,2018-03-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",3,2018-10-07,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",5,2018-05-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",2,2018-05-19,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",5,2018-03-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",3,2018-04-15,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",5,2018-06-10,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",2,2018-09-05,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",1,2018-07-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",1,2018-06-09,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",1,2018-11-11,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Onychomys torridus","Southern grasshopper mouse",1,2018-08-13,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Onychomys sp.","Grasshopper mouse",1,2018-12-09,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",1,2018-04-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",1,2018-02-17,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",1,2018-01-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",1,2018-05-19,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",3,2018-09-04,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",1,2018-10-07,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",2,2018-06-09,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",4,2018-01-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",2,2018-07-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",4,2018-03-24,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",2,2018-08-12,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",1,2018-02-17,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",1,2018-05-19,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",1,2018-12-09,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",1,2018-04-15,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",1,2018-09-05,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",3,2018-07-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",1,2018-11-11,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",1,2018-09-04,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",1,2018-06-09,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",1,2018-10-06,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",1,2018-03-24,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",1,2018-04-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",3,2018-11-10,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",1,2018-07-15,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",1,2018-06-09,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",3,2018-10-06,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",2,2018-06-09,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",1,2018-08-13,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus baileyi","Bailey's pocket mouse",1,2018-03-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Pipilo chlorurus","Green-tailed towhee",1,2018-01-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",1,2018-06-10,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",1,2018-05-19,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",1,2018-05-19,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",6,2018-01-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",1,2018-02-17,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",1,2018-03-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",1,2018-09-05,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",1,2018-09-04,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",2,2018-02-17,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",1,2018-06-09,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",1,2018-03-24,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",1,2018-11-10,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",1,2018-11-10,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",1,2018-10-07,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",1,2018-07-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
