"ScientificName","CommonName","x","dates","county","waterbody","easting","northing","UTMZone","datum","lifestage","sex","disposition","museum","tag","fieldtag","habitat","other","comments"
"Chaetodipus penicillatus","Desert pocket mouse",8,2017-03-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",9,2017-03-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2017-06-24,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",7,2017-10-22,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",25,2017-05-27,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2017-05-27,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",31,2017-06-24,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2017-06-25,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",19,2017-08-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",6,2017-04-01,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",12,2017-04-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",17,2017-11-18,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",3,2017-12-16,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys fulvescens","Fulvous harvest mouse",1,2017-01-07,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys fulvescens","Fulvous harvest mouse",1,2017-08-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys fulvescens","Fulvous harvest mouse",1,2017-02-26,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys fulvescens","Fulvous harvest mouse",1,2017-04-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys fulvescens","Fulvous harvest mouse",1,2017-04-01,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",2,2017-01-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",4,2017-01-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",2,2017-01-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",2,2017-03-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",1,2017-03-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",1,2017-01-07,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",3,2017-02-26,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",3,2017-02-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",1,2017-10-21,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Dead","","","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",1,2017-02-26,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",2,2017-04-01,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",1,2017-11-18,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",2,2017-03-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",1,2017-01-08,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",2,2017-01-07,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",3,2017-02-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",1,2017-04-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",2,2017-04-01,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",1,2017-05-27,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",5,2017-03-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",3,2017-01-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",1,2017-12-16,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys montanus","Plains harvest mouse",2,2017-03-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys montanus","Plains harvest mouse",2,2017-01-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys montanus","Plains harvest mouse",1,2017-02-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys montanus","Plains harvest mouse",1,2017-01-07,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys montanus","Plains harvest mouse",1,2017-02-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys montanus","Plains harvest mouse",2,2017-03-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys montanus","Plains harvest mouse",1,2017-05-27,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys sp.","Harvest mouse",1,2017-04-30,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",1,2017-06-24,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",1,2017-04-30,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",1,2017-04-01,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",3,2017-04-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",1,2017-01-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",2,2017-01-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",4,2017-04-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",1,2017-06-24,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",1,2017-04-01,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",1,2017-10-21,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",1,2017-02-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Spermophilus spilosoma","Spotted ground squirrel",1,2017-06-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Spermophilus spilosoma","Spotted ground squirrel",1,2017-04-01,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Rodent sp.","Unidentified rodent",2,2017-04-01,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
