day,month,year,plot,stake,species,colonies,openings,flag
14,7,1977,3,44,pogo dese,1,1,
14,7,1977,3,44,sole xylo,1,,7
14,7,1977,3,45,phei xero,1,2,
14,7,1977,3,45,pogo dese,2,2,
14,7,1977,3,45,sole xylo,1,,7
14,7,1977,3,46,sole xylo,1,,7
14,7,1977,3,47,novo cock,1,2,3
14,7,1977,3,47,phei xero,2,2,
14,7,1977,3,47,pogo dese,1,1,
14,7,1977,3,51,phei xero,1,1,
14,7,1977,3,51,pogo dese,1,1,
14,7,1977,3,51,sole xylo,1,,7
14,7,1977,3,52,phei xero,1,1,
14,7,1977,3,52,pogo dese,1,1,
14,7,1977,3,52,sole xylo,1,,7
14,7,1977,3,53,myrm mimi,1,1,
14,7,1977,3,53,phei sita,1,1,
14,7,1977,3,53,phei xero,2,2,
14,7,1977,3,53,pogo dese,1,1,
14,7,1977,3,53,sole xylo,1,,7
14,7,1977,3,54,pogo dese,1,1,
14,7,1977,3,55,pogo dese,2,2,
14,7,1977,3,56,phei sita,2,2,
14,7,1977,3,57,phei xero,1,2,
14,7,1977,3,61,myrm mimi,1,1,3
14,7,1977,3,61,phei xero,1,1,
14,7,1977,3,61,pogo dese,1,1,
14,7,1977,3,62,pogo dese,1,1,
14,7,1977,3,62,sole xylo,1,,7
14,7,1977,3,63,cono insa,1,1,
14,7,1977,3,63,phei sita,1,1,
14,7,1977,3,63,phei xero,1,1,
14,7,1977,3,64,sole xylo,1,,7
14,7,1977,3,65,phei xero,1,2,
14,7,1977,3,65,sole xylo,1,,7
14,7,1977,3,66,phei sita,1,1,
14,7,1977,3,66,pogo dese,1,1,
14,7,1977,3,66,sole xylo,1,,7
14,7,1977,3,67,phei xero,1,2,
14,7,1977,3,67,pogo dese,1,1,
14,7,1977,3,67,sole xylo,1,,7
14,7,1977,3,71,novo cock,1,1,
14,7,1977,3,71,pogo dese,2,2,
14,7,1977,3,71,sole xylo,1,,7
14,7,1977,3,72,pogo dese,1,1,
14,7,1977,3,72,sole xylo,1,,7
14,7,1977,3,73,cono insa,1,1,
14,7,1977,3,73,phei sita,1,1,
14,7,1977,3,73,pogo dese,1,1,
14,7,1977,3,73,sole xylo,1,,7
14,7,1977,3,74,pogo dese,3,3,
14,7,1977,3,74,sole xylo,1,,7
14,7,1977,3,75,myrm mimi,1,1,3
14,7,1977,3,75,pogo dese,1,1,
14,7,1977,3,76,sole xylo,1,,7
14,7,1977,3,77,myrm mexi,1,1,3
14,7,1977,3,77,pogo dese,1,1,
14,7,1977,3,77,sole xylo,1,,7
15,7,1977,4,11,pogo dese,1,1,
15,7,1977,4,11,sole xylo,1,,7
15,7,1977,4,12,cono insa,1,1,
15,7,1977,4,12,phei xero,1,1,
15,7,1977,4,12,sole xylo,1,,7
15,7,1977,4,13,sole xylo,1,,7
15,7,1977,4,14,cono insa,1,1,
15,7,1977,4,14,novo cock,1,2,3
15,7,1977,4,14,sole xylo,1,,7
15,7,1977,4,15,pogo dese,2,2,
15,7,1977,4,15,sole xylo,1,,7
15,7,1977,4,16,sole xylo,1,,7
15,7,1977,4,17,cono insa,1,1,
15,7,1977,4,17,sole xylo,1,,7
15,7,1977,4,21,phei dese,1,1,
15,7,1977,4,21,pogo dese,1,1,
15,7,1977,4,22,phei xero,2,4,
15,7,1977,4,22,pogo dese,1,1,
15,7,1977,4,22,sole xylo,1,,7
15,7,1977,4,23,cono insa,2,2,
15,7,1977,4,23,myrm mexi,1,1,3
15,7,1977,4,23,phei sita,1,1,
15,7,1977,4,23,sole xylo,1,,7
15,7,1977,4,24,phei xero,1,2,
15,7,1977,4,24,pogo dese,1,1,
15,7,1977,4,25,pogo dese,1,1,
15,7,1977,4,25,sole xylo,1,,7
15,7,1977,4,26,sole xylo,1,,7
15,7,1977,4,27,pogo dese,1,1,
15,7,1977,4,27,sole xylo,1,,7
15,7,1977,4,31,sole xylo,1,,7
15,7,1977,4,32,pogo dese,1,1,
15,7,1977,4,32,sole xylo,1,,7
15,7,1977,4,33,phei sita,1,1,
15,7,1977,4,34,pogo dese,1,1,
15,7,1977,4,35,myrm mexi,1,1,3
15,7,1977,4,35,pogo dese,1,1,
15,7,1977,4,35,sole xylo,1,,7
15,7,1977,4,36,sole xylo,1,,7
15,7,1977,4,37,pogo dese,1,1,
15,7,1977,4,37,sole xylo,1,,7
15,7,1977,4,41,pogo dese,1,1,
15,7,1977,4,42,pogo dese,1,1,
15,7,1977,4,42,sole xylo,1,,7
15,7,1977,4,43,phei xero,1,1,
15,7,1977,4,43,pogo dese,1,1,
15,7,1977,4,44,phei dese,1,1,
15,7,1977,4,45,cono insa,1,1,
15,7,1977,4,45,sole xylo,1,,7
15,7,1977,4,46,phei dese,1,1,
15,7,1977,4,46,sole xylo,1,,7
15,7,1977,4,47,phei xero,1,1,
15,7,1977,4,51,cono insa,1,1,
15,7,1977,4,51,pogo dese,1,1,
15,7,1977,4,51,sole xylo,1,,7
15,7,1977,4,52,myrm mexi,1,1,3
15,7,1977,4,52,phei xero,1,1,
15,7,1977,4,52,pogo dese,1,1,
15,7,1977,4,53,phei xero,1,1,
15,7,1977,4,53,sole xylo,1,,7
15,7,1977,4,54,myrm mimi,1,1,3
15,7,1977,4,54,pogo dese,1,1,
15,7,1977,4,54,sole xylo,1,,7
15,7,1977,4,55,phei xero,1,2,
15,7,1977,4,55,sole xylo,1,,7
15,7,1977,4,56,phei xero,1,1,
15,7,1977,4,56,sole xylo,1,,7
15,7,1977,4,57,sole xylo,1,,7
15,7,1977,4,61,cono insa,1,1,
15,7,1977,4,61,myrm mimi,1,1,3
15,7,1977,4,61,sole xylo,1,,7
15,7,1977,4,62,pogo dese,1,1,
15,7,1977,4,62,sole xylo,1,,7
15,7,1977,4,63,phei xero,1,1,
15,7,1977,4,63,pogo dese,2,2,
15,7,1977,4,64,sole xylo,1,,7
15,7,1977,4,65,sole xylo,1,,7
15,7,1977,4,66,cono insa,1,1,
15,7,1977,4,66,pogo dese,1,1,
15,7,1977,4,66,sole xylo,1,,7
15,7,1977,4,67,sole xylo,1,,7
15,7,1977,4,71,sole xylo,1,,7
15,7,1977,4,72,phei xero,1,2,
15,7,1977,4,72,pogo dese,1,1,
15,7,1977,4,72,sole xylo,1,,7
15,7,1977,4,73,pogo dese,1,1,
15,7,1977,4,73,sole xylo,1,,7
15,7,1977,4,74,sole xylo,1,,7
15,7,1977,4,75,phei xero,1,1,
15,7,1977,4,75,sole xylo,1,,7
15,7,1977,4,76,sole xylo,1,,7
15,7,1977,4,77,pogo dese,2,3,
15,7,1977,4,77,sole xylo,1,,7
15,7,1977,5,11,myrm mimi,1,1,3
15,7,1977,5,11,pogo dese,2,2,
15,7,1977,5,11,sole xylo,1,,7
15,7,1977,5,12,phei sita,1,1,
15,7,1977,5,12,phei xero,1,1,
15,7,1977,5,12,pogo dese,1,1,
15,7,1977,5,12,sole xylo,1,,7
15,7,1977,5,13,pogo dese,1,1,
15,7,1977,5,13,sole xylo,1,,7
15,7,1977,5,14,pogo dese,1,1,
15,7,1977,5,14,sole xylo,1,,7
15,7,1977,5,15,phei xero,1,1,
15,7,1977,5,15,pogo dese,1,1,
15,7,1977,5,15,sole xylo,1,,7
15,7,1977,5,16,myrm mexi,1,1,3
15,7,1977,5,16,pogo dese,1,1,
15,7,1977,5,16,sole xylo,1,,7
15,7,1977,5,17,myrm mimi,1,1,3
15,7,1977,5,17,sole xylo,1,,7
15,7,1977,5,21,phei xero,1,2,
15,7,1977,5,21,pogo dese,1,1,
15,7,1977,5,21,sole xylo,1,,7
15,7,1977,5,22,phei xero,1,2,
15,7,1977,5,22,pogo dese,2,2,
15,7,1977,5,22,sole xylo,1,,7
15,7,1977,5,23,pogo dese,3,3,
15,7,1977,5,23,sole xylo,1,,7
15,7,1977,5,24,pogo dese,1,1,
15,7,1977,5,24,sole xylo,1,,7
15,7,1977,5,25,pogo dese,1,1,
15,7,1977,5,26,sole xylo,1,,7
15,7,1977,5,27,myrm mimi,1,1,3
15,7,1977,5,27,pogo dese,1,1,
15,7,1977,5,27,sole xylo,1,,7
15,7,1977,5,31,sole xylo,1,,7
15,7,1977,5,33,cono insa,1,1,
15,7,1977,5,33,pogo dese,1,1,
15,7,1977,5,33,sole xylo,1,,7
15,7,1977,5,34,cono insa,1,1,
15,7,1977,5,34,phei xero,1,1,
15,7,1977,5,34,sole xylo,1,,7
15,7,1977,5,35,phei xero,1,2,
15,7,1977,5,36,sole xylo,1,,7
15,7,1977,5,37,sole xylo,1,,7
15,7,1977,5,41,sole xylo,1,,7
15,7,1977,5,42,cono insa,1,1,
15,7,1977,5,42,pogo dese,1,1,
15,7,1977,5,42,sole xylo,1,,7
15,7,1977,5,43,cono insa,1,1,
15,7,1977,5,43,pogo dese,1,1,
15,7,1977,5,43,sole xylo,1,,7
15,7,1977,5,44,myrm mimi,1,1,3
15,7,1977,5,44,sole xylo,1,,7
15,7,1977,5,45,phei dese,1,1,
15,7,1977,5,45,sole xylo,1,,7
15,7,1977,5,46,phei xero,1,2,
15,7,1977,5,46,sole xylo,1,,7
15,7,1977,5,47,phei dese,1,2,
15,7,1977,5,47,sole xylo,1,,7
15,7,1977,5,51,sole xylo,1,,7
15,7,1977,5,52,sole xylo,1,,7
15,7,1977,5,53,myrm mimi,1,1,3
15,7,1977,5,53,sole xylo,1,,7
15,7,1977,5,54,sole xylo,1,,7
15,7,1977,5,55,novo cock,1,2,3
15,7,1977,5,55,sole xylo,1,,7
15,7,1977,5,56,sole xylo,1,,7
15,7,1977,5,57,sole xylo,1,,7
15,7,1977,5,61,sole xylo,1,,7
15,7,1977,5,62,sole xylo,1,,7
15,7,1977,5,63,pogo dese,1,1,
15,7,1977,5,63,sole xylo,1,,7
15,7,1977,5,64,cono insa,1,1,
15,7,1977,5,64,sole xylo,1,,7
15,7,1977,5,65,cono insa,2,2,
15,7,1977,5,65,phei xero,1,1,
15,7,1977,5,65,sole xylo,1,,7
15,7,1977,5,66,pogo dese,3,3,
15,7,1977,5,66,sole xylo,1,,7
15,7,1977,5,67,phei xero,1,1,
15,7,1977,5,67,pogo dese,1,1,
15,7,1977,5,67,sole xylo,1,,7
15,7,1977,5,71,sole xylo,1,,7
15,7,1977,5,72,pogo dese,1,1,
15,7,1977,5,73,phei xero,1,1,
15,7,1977,5,73,sole xylo,1,,7
15,7,1977,5,74,pogo dese,1,1,
15,7,1977,5,74,sole xylo,1,,7
15,7,1977,5,75,myrm mexi,1,1,3
15,7,1977,5,75,pogo dese,1,1,
15,7,1977,5,75,sole xylo,1,,7
15,7,1977,5,76,pogo dese,1,1,
15,7,1977,5,76,sole xylo,1,,7
15,7,1977,5,77,sole xylo,1,,7
16,7,1977,6,11,sole xylo,1,,7
16,7,1977,6,12,cono insa,1,1,
16,7,1977,6,12,irid prui,1,1,
16,7,1977,6,12,sole xylo,1,,7
16,7,1977,6,13,cono insa,1,1,
16,7,1977,6,13,sole xylo,1,,7
16,7,1977,6,14,cono insa,3,3,
16,7,1977,6,14,myrm mimi,1,1,3
16,7,1977,6,14,sole xylo,1,,7
16,7,1977,6,15,cono insa,1,1,
16,7,1977,6,15,pogo dese,3,4,
16,7,1977,6,15,sole xylo,1,,7
16,7,1977,6,16,cono insa,1,1,
16,7,1977,6,16,sole xylo,1,,7
16,7,1977,6,17,cono insa,1,1,
16,7,1977,6,17,pogo dese,1,2,
16,7,1977,6,17,sole xylo,1,,7
16,7,1977,6,21,sole xylo,1,,7
16,7,1977,6,22,cono insa,1,1,
16,7,1977,6,22,pogo dese,1,1,
16,7,1977,6,22,sole xylo,1,,7
16,7,1977,6,23,cono insa,1,1,
16,7,1977,6,23,irid prui,1,1,
16,7,1977,6,23,pogo dese,1,1,
16,7,1977,6,23,sole xylo,1,,7
16,7,1977,6,24,cono insa,1,1,
16,7,1977,6,24,pogo dese,1,1,
16,7,1977,6,24,sole xylo,1,,7
16,7,1977,6,25,cono insa,1,1,
16,7,1977,6,25,irid prui,1,1,
16,7,1977,6,25,myrm mimi,1,1,3
16,7,1977,6,25,pogo dese,1,1,
16,7,1977,6,25,sole xylo,1,,7
16,7,1977,6,26,irid prui,1,1,
16,7,1977,6,26,myrm mexi,1,1,3
16,7,1977,6,26,pogo dese,1,1,
16,7,1977,6,26,sole xylo,1,,7
16,7,1977,6,27,irid prui,1,1,
16,7,1977,6,27,pogo dese,1,1,
16,7,1977,6,27,sole xylo,1,,7
16,7,1977,6,31,sole xylo,1,,7
16,7,1977,6,32,pogo dese,1,1,
16,7,1977,6,32,sole xylo,1,,7
16,7,1977,6,33,cono insa,1,1,
16,7,1977,6,33,myrm mexi,1,1,3
16,7,1977,6,33,pogo dese,1,1,
16,7,1977,6,33,sole xylo,1,,7
16,7,1977,6,34,pogo dese,1,1,
16,7,1977,6,35,pogo dese,1,1,
16,7,1977,6,35,sole xylo,1,,7
16,7,1977,6,36,pogo dese,1,1,
16,7,1977,6,36,sole xylo,1,,7
16,7,1977,6,37,sole xylo,1,,7
16,7,1977,6,41,pogo dese,1,1,
16,7,1977,6,41,sole xylo,1,,7
16,7,1977,6,43,phei xero,1,2,
16,7,1977,6,43,pogo dese,2,2,
16,7,1977,6,43,sole xylo,1,,7
16,7,1977,6,44,phei dese,1,1,
16,7,1977,6,44,pogo dese,1,1,
16,7,1977,6,44,sole xylo,1,,7
16,7,1977,6,45,pogo dese,1,1,
16,7,1977,6,45,sole xylo,1,,7
16,7,1977,6,47,pogo dese,2,2,
16,7,1977,6,47,sole xylo,1,,7
16,7,1977,6,51,pogo dese,1,1,
16,7,1977,6,51,sole xylo,1,,7
16,7,1977,6,52,sole xylo,1,,7
16,7,1977,6,53,sole xylo,1,,7
16,7,1977,6,54,pogo dese,1,1,
16,7,1977,6,55,novo cock,1,1,3
16,7,1977,6,55,phei xero,3,4,
16,7,1977,6,56,sole xylo,1,,7
16,7,1977,6,57,myrm mimi,1,1,3
16,7,1977,6,57,sole xylo,1,,7
16,7,1977,6,61,pogo dese,1,1,
16,7,1977,6,61,sole xylo,1,,7
16,7,1977,6,62,pogo dese,1,1,
16,7,1977,6,62,sole xylo,1,,7
16,7,1977,6,63,pogo dese,2,2,
16,7,1977,6,64,sole xylo,1,,7
16,7,1977,6,65,phei xero,1,1,
16,7,1977,6,65,sole xylo,1,,7
16,7,1977,6,66,sole xylo,1,,7
16,7,1977,6,67,cono insa,1,1,
16,7,1977,6,67,sole xylo,1,,7
16,7,1977,6,71,sole xylo,1,,7
16,7,1977,6,72,cono insa,1,1,
16,7,1977,6,72,myrm mexi,1,1,
16,7,1977,6,72,phei xero,1,1,
16,7,1977,6,72,sole xylo,1,,7
16,7,1977,6,73,pogo dese,1,1,
16,7,1977,6,74,myrm mimi,1,1,3
16,7,1977,6,75,phei xero,1,1,
16,7,1977,6,76,pogo dese,1,1,
16,7,1977,6,76,sole xylo,1,,7
16,7,1977,6,77,cono insa,1,1,
16,7,1977,6,77,myrm mimi,1,1,
16,7,1977,6,77,phei dese,1,1,
16,7,1977,6,77,phei xero,2,2,8
16,7,1977,6,77,sole xylo,1,,7
20,7,1977,7,11,myrm mimi,1,1,
20,7,1977,7,11,sole xylo,1,,7
20,7,1977,7,12,irid prui,1,1,
20,7,1977,7,12,phei xero,1,2,
20,7,1977,7,12,pogo dese,2,2,
20,7,1977,7,12,sole xylo,1,,7
20,7,1977,7,13,myrm mexi,1,1,3
20,7,1977,7,13,phei xero,1,2,
20,7,1977,7,13,sole xylo,1,,7
20,7,1977,7,14,cono insa,2,2,
20,7,1977,7,14,pogo dese,1,1,
20,7,1977,7,14,sole xylo,1,,7
20,7,1977,7,15,cono bico,1,1,
20,7,1977,7,15,cono insa,1,1,
20,7,1977,7,15,irid prui,1,1,
20,7,1977,7,15,pogo dese,1,1,
